order_id,account_id,bank_to,account_to,amount,k_symbol
31337,A00001320,MN,96369796,907, 
31338,A00001320,ST,17258435,149,Insurance Payment
31339,A00001320,KL,99194561,80, 
31340,A00001321,EF,33750575,2683,Household Payment
31341,A00001321,CD,3041947,636,Leasing Payment
31342,A00001322,ST,3167045,1485,Household Payment
31343,A00001322,OP,6584710,1431,Household Payment
31344,A00001323,OP,80685257,9720,Household Payment
31345,A00001324,ST,6513697,2741,Household Payment
31346,A00001324,GH,7442152,680, 
31347,A00001325,QR,62716066,362,Household Payment
31348,A00001325,UV,37066787,1766, 
31349,A00001326,YZ,57284325,96,Household Payment
31350,A00001326,QR,42594999,786, 
31351,A00001326,ST,57544726,1207,Insurance Payment
31352,A00001326,QR,85305046,954, 
31353,A00001328,AB,49398750,3249.8,Leasing Payment
31354,A00001329,UV,31472492,1960.2,Loan Payment
31355,A00001329,QR,69419830,3368,Household Payment
31356,A00001329,AB,48227208,5081, 
31358,A00001331,YZ,74847352,1096,Household Payment
31359,A00001331,EF,79824220,3320, 
31360,A00001332,MN,12752318,4755,Household Payment
31361,A00001333,MN,53933286,6508,Household Payment
31362,A00001335,QR,86276912,5367,Household Payment
31363,A00001335,MN,66854125,1044, 
31364,A00001336,CD,63792580,9426,Household Payment
31365,A00001337,WX,46227514,3264,Household Payment
31366,A00001338,CD,87075221,4545,Household Payment
31367,A00001338,OP,42143994,897, 
31368,A00001338,IJ,85222345,157,Insurance Payment
31369,A00001340,KL,25240075,818,Household Payment
31370,A00001340,CD,67103540,472, 
31371,A00001340,GH,64112800,1120,Insurance Payment
31372,A00001341,MN,57686775,2098,Household Payment
31373,A00001342,YZ,42622768,1079,Leasing Payment
31374,A00001342,EF,75854611,2517,Household Payment
31375,A00001342,ST,45400208,1011, 
31376,A00001342,YZ,30762762,3665,Insurance Payment
31380,A00001345,ST,37129354,3294,Household Payment
31381,A00001345,AB,89492493,848, 
31382,A00001346,WX,66261118,1592,Household Payment
31383,A00001346,AB,56407761,475, 
31384,A00001347,ST,98295950,2066,Household Payment
31385,A00001348,CD,53150421,5025,Household Payment
31386,A00001348,ST,8676511,17, 
31387,A00001348,UV,14109647,492,Insurance Payment
31388,A00001349,QR,14006042,2292,Household Payment
31389,A00001349,OP,96585589,1521,Household Payment
31390,A00001350,OP,97355442,1079,Leasing Payment
31391,A00001350,MN,23763126,6875,Household Payment
31392,A00001350,QR,96030205,3493, 
31393,A00001351,QR,55786406,2227,Household Payment
31394,A00001352,GH,58356165,2976,Household Payment
31395,A00001352,WX,39692401,3445, 
31396,A00001352,EF,54978299,370,Insurance Payment
31397,A00001352,EF,98708682,213, 
31398,A00001353,QR,64405166,651,Household Payment
31399,A00001353,QR,98736470,6646, 
31400,A00001354,QR,24313408,3080,Household Payment
31401,A00001355,WX,64249014,3606,Household Payment
31402,A00001357,EF,34856063,2290,Household Payment
31403,A00001358,GH,97084825,2980,Household Payment
31404,A00001361,AB,67573106,6195,Household Payment
31405,A00001363,QR,46678805,5046,Household Payment
31406,A00001363,KL,28982448,1517, 
31407,A00001363,MN,35128331,82,Insurance Payment
31408,A00001363,OP,19618755,243, 
31411,A00001365,OP,53364294,2314,Household Payment
31412,A00001366,GH,26513684,4773,Household Payment
31413,A00001366,ST,24074399,310, 
31414,A00001366,UV,48775595,1,Insurance Payment
31415,A00001367,MN,3021765,3872,Household Payment
31416,A00001367,ST,41883254,193, 
31417,A00001367,QR,58902168,717,Insurance Payment
31418,A00001367,UV,69351130,431, 
31419,A00001368,CD,10035527,4439,Household Payment
31420,A00001369,AB,25008797,6005,Household Payment
31421,A00001369,KL,43920379,1738, 
31422,A00001370,WX,50552004,1852,Household Payment
31423,A00001371,QR,48874825,3074,Household Payment
31424,A00001373,MN,6348324,1628,Household Payment
31425,A00001373,CD,9301025,346, 
31426,A00001374,WX,38325822,8107.3,Loan Payment
31427,A00001375,CD,90090238,5930,Household Payment
31428,A00001375,MN,47862768,1889,Loan Payment
31429,A00001376,QR,86161052,2731,Household Payment
31430,A00001377,QR,94826453,2272,Household Payment
31431,A00001378,QR,81520026,2953,Household Payment
31432,A00001378,EF,29417294,1347, 
31433,A00001378,OP,12318605,693,Insurance Payment
31434,A00001378,AB,95008945,881, 
31435,A00001379,AB,47752141,6953,Household Payment
31436,A00001380,KL,34163099,8829,Household Payment
31437,A00001380,CD,91279375,1100, 
31438,A00001380,QR,88771873,1200,Leasing Payment
31439,A00001381,ST,30807364,2705,Household Payment
31440,A00001382,IJ,22867429,2059,Household Payment
31441,A00001383,GH,38012504,2173,Household Payment
31442,A00001385,QR,75899833,9834,Household Payment
31447,A00001389,IJ,18867123,5227.7,Loan Payment
31448,A00001389,WX,71177351,6376,Household Payment
31449,A00001390,AB,35191500,1011,Household Payment
31450,A00001390,EF,43511337,6147, 
31451,A00001391,QR,42852616,3053,Household Payment
31452,A00001392,EF,64765941,3081,Household Payment
31453,A00001392,ST,15265077,4216, 
31454,A00001393,IJ,81478815,5254,Household Payment
31455,A00001394,YZ,28259659,1454,Household Payment
31456,A00001394,ST,14472324,646,Household Payment
31457,A00001395,ST,54942530,3432,Household Payment
31458,A00001396,AB,60094183,14707,Household Payment
31459,A00001397,MN,51145178,8319,Household Payment
31460,A00001399,IJ,36796647,5427,Household Payment
31461,A00001399,WX,32165342,13, 
31462,A00001399,YZ,87596064,29,Insurance Payment
31463,A00001399,KL,64385211,345, 
31468,A00001401,IJ,35891682,2463,Household Payment
31469,A00001402,ST,2188045,2073,Household Payment
31470,A00001402,IJ,79063850,2221, 
31471,A00001402,IJ,52195531,471,Insurance Payment
31472,A00001402,EF,12338292,374, 
31473,A00001403,ST,50271129,9120,Household Payment
31474,A00001404,IJ,6610733,2121,Leasing Payment
31475,A00001404,UV,64530676,6306,Household Payment
31476,A00001404,CD,76187407,123, 
31477,A00001404,WX,45402222,53,Insurance Payment
31478,A00001404,IJ,96404462,483, 
31479,A00001405,GH,27032226,2229,Household Payment
31480,A00001405,ST,63219690,158, 
31481,A00001406,EF,24323117,2302,Household Payment
31482,A00001406,CD,43622702,458,Household Payment
31483,A00001407,UV,51198023,5227.7,Loan Payment
31484,A00001407,ST,30396717,14882,Household Payment
31487,A00001410,KL,63791805,3816,Household Payment
31488,A00001411,CD,50814467,5174,Household Payment
31489,A00001412,OP,20603227,936,Household Payment
31490,A00001412,MN,65591120,1773, 
31491,A00001412,ST,86234765,1110,Insurance Payment
31492,A00001413,GH,68355953,2016,Household Payment
31493,A00001413,AB,67985760,3477, 
31494,A00001413,ST,30746954,620,Insurance Payment
31495,A00001414,AB,31974488,1920,Household Payment
31496,A00001414,MN,8757979,5397, 
31497,A00001414,YZ,13936388,1817,Insurance Payment
31500,A00001416,GH,1996410,3688,Leasing Payment
31501,A00001417,QR,84443246,7394,Household Payment
31502,A00001418,OP,96634888,6759,Household Payment
31503,A00001419,QR,61356300,3305,Household Payment
31504,A00001420,QR,22850889,1794,Household Payment
31505,A00001422,UV,24991828,2655,Household Payment
31506,A00001423,WX,64437407,2394,Household Payment
31507,A00001423,IJ,50862812,1213, 
31508,A00001424,YZ,45458507,6224,Household Payment
31509,A00001425,MN,22342765,4069,Household Payment
31510,A00001426,GH,15124905,2681,Household Payment
31511,A00001427,AB,54532253,6046,Household Payment
31513,A00001429,EF,8150911,2166,Household Payment
31514,A00001430,CD,90607785,4127,Loan Payment
31515,A00001432,CD,68369197,3267.2,Leasing Payment
31516,A00001432,IJ,80977028,13590,Household Payment
31518,A00001434,QR,81822454,3214,Household Payment
31519,A00001435,WX,87787443,7949,Household Payment
31520,A00001436,QR,96351390,3104,Household Payment
31521,A00001437,ST,58229595,1753,Household Payment
31522,A00001437,OP,22823983,314, 
31523,A00001437,AB,52723318,65,Insurance Payment
31524,A00001437,GH,27458155,29, 
31525,A00001439,MN,79379254,2122,Household Payment
31526,A00001440,ST,85377597,56,Household Payment
31527,A00001440,IJ,63291668,2020, 
31528,A00001440,IJ,66044574,56,Insurance Payment
31529,A00001441,IJ,27838117,2425,Household Payment
31530,A00001442,QR,70648139,5950,Household Payment
31531,A00001443,UV,43636268,7505,Household Payment
31532,A00001444,YZ,56467163,2024,Household Payment
31533,A00001445,YZ,18387353,1361,Household Payment
31534,A00001445,AB,68283045,668, 
31535,A00001445,EF,22041118,1075,Insurance Payment
31536,A00001445,IJ,82043331,1420, 
31537,A00001446,GH,83373719,4877,Household Payment
31538,A00001447,YZ,1155138,2084.7,Loan Payment
31539,A00001447,OP,54932880,8210,Household Payment
31540,A00001448,CD,82941960,7156,Loan Payment
31541,A00001449,KL,82136630,2820,Household Payment
31542,A00001449,UV,17508918,320, 
31543,A00001450,UV,804383,3103,Household Payment
31544,A00001451,UV,44489443,3734,Household Payment
31545,A00001453,OP,2968991,1250.8,Leasing Payment
31546,A00001453,ST,62248831,6820,Household Payment
31547,A00001456,CD,25505447,1250.8,Leasing Payment
31553,A00001458,ST,80573415,3259,Household Payment
31554,A00001459,EF,28272974,1542,Household Payment
31555,A00001459,OP,25038093,582, 
31556,A00001460,UV,8283299,3417,Household Payment
31557,A00001461,MN,76424008,4217.1,Leasing Payment
31558,A00001461,EF,52034497,8705,Household Payment
31560,A00001463,QR,31343501,719,Household Payment
31561,A00001463,YZ,71522283,1505, 
31562,A00001465,WX,32052809,1904,Household Payment
31563,A00001465,CD,77944719,218, 
31564,A00001466,ST,82133537,10056,Household Payment
31565,A00001467,QR,10475975,6814,Household Payment
31566,A00001468,AB,25955593,439,Household Payment
31567,A00001468,IJ,53378862,1710, 
31568,A00001469,EF,97405832,3574,Household Payment
31569,A00001470,AB,72926729,4060,Household Payment
31570,A00001471,CD,85543155,7823,Household Payment
31571,A00001471,YZ,17326855,12, 
31572,A00001471,MN,59438282,176,Insurance Payment
31573,A00001472,MN,39937996,3527,Household Payment
31574,A00001472,OP,3332001,2375, 
31575,A00001473,QR,28500956,1984,Household Payment
31576,A00001474,IJ,16386759,2695,Household Payment
31577,A00001476,YZ,33632028,3467,Household Payment
31578,A00001477,OP,39149236,2100,Household Payment
31579,A00001478,KL,82071739,11931,Household Payment
31580,A00001479,QR,35573202,2162,Household Payment
31581,A00001480,WX,70736652,3425.2,Loan Payment
31582,A00001481,EF,82271873,2065,Household Payment
31583,A00001482,KL,43270033,2687,Household Payment
31584,A00001482,KL,10367054,1766, 
31585,A00001482,GH,84175443,335,Insurance Payment
31586,A00001483,YZ,92452376,1962,Household Payment
31587,A00001483,AB,39453744,2701, 
31588,A00001484,GH,82517391,2346,Household Payment
31589,A00001484,IJ,29707634,794,Household Payment
31590,A00001485,MN,47115165,336,Household Payment
31591,A00001485,EF,43014037,5949, 
31592,A00001485,OP,33874970,1018,Leasing Payment
31593,A00001486,KL,50455820,3592,Household Payment
31594,A00001486,KL,1473415,2291, 
31595,A00001486,MN,12761944,2235,Insurance Payment
31596,A00001487,KL,70317125,2204,Household Payment
31597,A00001488,WX,69482773,5850,Household Payment
31598,A00001488,CD,64393782,230, 
31601,A00001490,CD,39819097,1657.7,Leasing Payment
31602,A00001491,OP,94478863,6966,Household Payment
31603,A00001492,KL,60810822,1546,Household Payment
31604,A00001493,EF,95543610,2264,Household Payment
31605,A00001493,GH,85806101,51,Household Payment
31606,A00001495,IJ,9478509,3059,Household Payment
31607,A00001495,MN,97259157,670, 
31608,A00001496,AB,4760909,6931,Household Payment
31609,A00001496,GH,36367225,161, 
31610,A00001496,AB,44200831,33,Insurance Payment
31611,A00001497,WX,59296756,261,Household Payment
31612,A00001497,YZ,74438202,5463, 
31613,A00001498,ST,26674098,2762.8,Loan Payment
31614,A00001499,EF,54662084,3666,Household Payment
31615,A00001500,GH,4727745,4119,Household Payment
31616,A00001501,OP,40921163,2292,Household Payment
31617,A00001502,IJ,11066508,7338,Household Payment
31618,A00001503,OP,11958569,3171,Household Payment
31619,A00001504,UV,29212069,619,Household Payment
31620,A00001504,WX,69836336,4887, 
31621,A00001506,UV,28518402,9498,Loan Payment
31622,A00001507,ST,156510,6619,Household Payment
31623,A00001508,OP,10600459,1657.7,Leasing Payment
31624,A00001508,UV,9055811,8967,Household Payment
31625,A00001509,EF,43322950,4943,Household Payment
31626,A00001509,QR,20525896,2320, 
31627,A00001510,OP,82537191,9985,Household Payment
31628,A00001511,OP,43543106,1657.7,Leasing Payment
31629,A00001512,YZ,42362171,8822,Household Payment
31630,A00001513,AB,52238965,1632,Household Payment
31631,A00001513,QR,85800695,3912, 
31632,A00001513,OP,59476637,1316,Insurance Payment
31633,A00001513,GH,65290647,689, 
31634,A00001514,ST,47490662,1547,Household Payment
31635,A00001514,WX,89040159,2234,Household Payment
31636,A00001515,IJ,74637114,1538,Household Payment
31637,A00001515,CD,84623413,774, 
31638,A00001515,QR,23320967,2907,Insurance Payment
31639,A00001516,YZ,87859165,2277,Household Payment
31640,A00001517,ST,15521866,2601,Household Payment
31641,A00001519,UV,68640708,3443,Household Payment
31642,A00001520,YZ,12391865,2943,Household Payment
31643,A00001521,GH,37432712,3024,Household Payment
31644,A00001523,CD,15318,1684,Household Payment
31645,A00001523,IJ,13058364,9843, 
31646,A00001524,WX,26553452,2705,Household Payment
31647,A00001525,QR,24106085,1625,Household Payment
31648,A00001526,QR,69354104,4433,Household Payment
31649,A00001527,EF,27702808,4557.2,Loan Payment
31651,A00001528,QR,58779168,3981,Loan Payment
31652,A00001529,MN,66372424,1059,Household Payment
31653,A00001529,YZ,86592346,1463, 
31654,A00001529,QR,57476818,77,Insurance Payment
31655,A00001530,WX,24157417,3700,Household Payment
31658,A00001532,AB,67652118,7903,Household Payment
31661,A00001534,EF,3089267,7451,Household Payment
31662,A00001534,ST,36498439,2155, 
31663,A00001535,UV,60955130,2757,Household Payment
31664,A00001536,ST,11303443,13204,Household Payment
31665,A00001538,IJ,9744745,10288,Household Payment
31668,A00001540,IJ,33179605,4540,Household Payment
31669,A00001540,UV,76470201,3057, 
31670,A00001540,UV,64628779,1164,Leasing Payment
31671,A00001542,CD,9322101,2655,Household Payment
31672,A00001544,IJ,71562015,9526,Household Payment
31673,A00001544,ST,7747644,189, 
31674,A00001545,KL,98522644,2625,Household Payment
31675,A00001545,MN,5408674,1112, 
31676,A00001546,UV,49245339,4173,Household Payment
31677,A00001548,MN,36616581,2106,Household Payment
31678,A00001549,OP,11773330,4052,Household Payment
31679,A00001550,ST,90144109,4708,Household Payment
31680,A00001551,AB,436425,747,Household Payment
31681,A00001551,CD,74171310,2316,Household Payment
31682,A00001552,MN,57056182,5263,Household Payment
31683,A00001552,WX,17611515,1021,Leasing Payment
31684,A00001554,OP,93773585,6551,Household Payment
31685,A00001555,QR,32593053,3263,Household Payment
31686,A00001556,QR,42585212,1837,Household Payment
31687,A00001557,EF,82259255,2253,Household Payment
31688,A00001558,IJ,10707974,1148,Household Payment
31689,A00001558,ST,33069950,2899, 
31690,A00001558,UV,65272307,1384,Leasing Payment
31691,A00001559,KL,31869977,8004,Household Payment
31692,A00001560,YZ,49192738,3332,Household Payment
31693,A00001560,CD,89837598,244, 
31694,A00001560,UV,97033959,437,Insurance Payment
31695,A00001560,OP,34151840,1137,Leasing Payment
31696,A00001561,CD,91776167,1924,Household Payment
31697,A00001561,WX,32302445,51,Household Payment
31698,A00001562,EF,14241010,1933,Household Payment
31699,A00001565,AB,92115938,610,Household Payment
31700,A00001565,AB,37661731,2095, 
31701,A00001565,OP,85872715,383,Insurance Payment
31702,A00001566,WX,11077720,4375,Household Payment
31703,A00001566,WX,15924412,1164, 
31704,A00001566,YZ,98447876,1622,Insurance Payment
31705,A00001566,OP,12450731,948, 
31706,A00001567,UV,14090234,480,Household Payment
31707,A00001567,CD,53102117,6000, 
31708,A00001567,EF,34027445,3455,Insurance Payment
31709,A00001568,WX,7532716,4399,Household Payment
31710,A00001568,WX,99360131,49, 
31711,A00001568,YZ,14241963,1028,Insurance Payment
31712,A00001568,UV,54462337,1627,Leasing Payment
31717,A00001570,UV,20745683,2865,Household Payment
31718,A00001571,AB,54680818,7692,Household Payment
31719,A00001572,EF,46670591,7596,Household Payment
31720,A00001573,IJ,19240260,3638,Household Payment
31721,A00001574,GH,16211796,2390,Household Payment
